study_hours,attendance_percentage,assignment_score,previous_exam_score,sleep_hours,class_participation,final_exam_score
22,87,79.8,75,7,82.6,70
25,95,84.8,78,7,90.2,73
27,90,67.8,53,9,85.5,73
19,98,96.8,96,6,93.1,68
19,62,78.2,89,6,58.9,63
15,60,67.2,72,5,57.0,62
15,86,80.6,77,8,81.7,69
19,72,60.0,52,5,68.4,66
22,70,73.0,75,8,66.5,68
25,73,71.8,71,6,69.4,67
15,71,69.8,69,6,67.4,65
29,80,86.6,91,10,76.0,70
18,78,66.6,59,9,74.1,64
20,80,67.4,59,7,76.0,65
16,87,80.4,76,5,82.6,67
5,75,80.4,84,10,71.2,62
25,70,58.6,51,7,66.5,66
24,67,73.0,77,7,63.6,68
18,74,68.6,65,8,70.3,64
20,90,88.8,88,4,85.5,69
23,90,79.8,73,6,85.5,69
11,87,90.0,92,7,82.6,67
17,69,69.6,70,7,65.6,61
25,84,88.2,91,5,79.8,70
12,83,84.8,86,7,78.8,65
22,79,86.2,91,7,75.0,66
12,82,87.4,91,10,77.9,66
23,80,76.4,74,9,76.0,69
20,83,74.0,68,7,78.8,67
10,89,88.4,88,7,84.6,71
27,64,66.4,68,9,60.8,68
16,90,68.4,54,7,85.5,67
15,65,81.8,93,5,61.8,63
21,63,67.2,70,10,59.8,64
27,99,73.8,57,6,94.0,73
14,98,88.4,82,10,93.1,69
20,62,81.2,94,8,58.9,65
23,78,87.0,93,6,74.1,70
24,67,73.6,78,4,63.6,67
21,79,64.0,54,8,75.0,67
18,93,88.2,85,5,88.4,70
15,98,87.2,80,8,93.1,69
21,85,70.6,61,10,80.8,68
14,74,86.6,95,5,70.3,66
2,84,66.0,54,8,79.8,62
23,72,70.2,69,6,68.4,67
25,96,71.4,55,9,91.2,71
6,95,95.6,96,7,90.2,68
14,82,64.0,52,7,77.9,66
24,73,71.8,71,9,69.4,64
32,72,84.6,93,8,68.4,71
20,61,62.2,63,6,58.0,61
16,93,70.2,55,10,88.4,67
19,78,64.8,56,5,74.1,65
28,73,71.2,70,7,69.4,66
16,79,74.2,71,6,75.0,68
15,93,88.8,86,5,88.4,66
17,65,63.2,62,5,61.8,63
14,94,88.6,85,7,89.3,66
21,96,98.4,100,8,91.2,73
30,98,95.0,93,9,93.1,88
22,76,79.6,82,9,72.2,67
18,69,85.8,97,7,65.6,69
18,75,90.0,100,6,71.2,67
11,73,76.6,79,9,69.4,64
25,67,65.2,64,6,63.6,64
20,84,91.2,96,5,79.8,65
19,79,86.8,92,8,75.0,68
39,95,70.4,54,9,90.2,77
22,61,82.6,97,6,58.0,63
15,86,75.2,68,10,81.7,69
17,91,76.0,66,8,86.4,69
27,90,76.2,67,8,85.5,70
21,95,77.6,66,6,90.2,73
11,89,81.2,76,9,84.6,66
26,97,86.2,79,5,92.1,71
16,73,71.8,71,6,69.4,66
31,80,74.6,71,6,76.0,71
26,61,76.6,87,5,58.0,66
17,60,54.0,50,8,57.0,63
28,70,86.2,97,8,66.5,70
20,64,77.2,86,8,60.8,66
25,70,79.0,85,7,66.5,66
23,67,69.4,71,8,63.6,66
15,61,83.2,98,7,58.0,62
16,96,68.4,50,6,91.2,69
26,60,56.4,54,6,57.0,63
18,89,89.6,90,4,84.6,68
18,66,78.6,87,9,62.7,64
14,96,76.8,64,9,91.2,69
23,96,86.4,80,10,91.2,71
32,86,80.6,77,6,81.7,71
14,87,80.4,76,6,82.6,66
20,60,72.0,80,4,57.0,63
28,99,99.6,100,8,94.0,72
20,95,97.4,99,8,90.2,70
23,96,97.8,99,9,91.2,71
14,86,80.6,77,6,81.7,65
23,74,69.2,66,8,70.3,65
19,96,85.2,78,6,91.2,67
26,72,77.4,81,9,68.4,68
27,83,72.8,66,8,78.8,70
36,64,74.8,82,5,60.8,70
23,97,87.4,81,7,92.1,72
22,66,83.4,95,4,62.7,65
21,69,64.8,62,5,65.6,65
18,82,83.8,85,5,77.9,71
22,91,80.2,73,6,86.4,74
18,85,67.6,56,7,80.8,64
21,69,67.2,66,7,65.6,64
28,60,55.8,53,7,57.0,65
14,90,75.6,66,7,85.5,67
27,99,71.4,53,7,94.0,73
28,92,94.4,96,5,87.4,72
19,78,64.2,55,7,74.1,65
7,96,93.0,91,9,91.2,67
16,76,87.4,95,7,72.2,66
28,81,76.2,73,8,77.0,70
20,79,63.4,53,8,75.0,66
14,78,79.2,80,8,74.1,66
17,91,73.6,62,7,86.4,68
25,81,67.8,59,8,77.0,68
23,73,76.0,78,8,69.4,67
19,70,68.8,68,8,66.5,65
18,62,77.0,87,8,58.9,64
18,83,81.2,80,5,78.8,70
14,69,82.2,91,5,65.6,63
30,66,58.2,53,6,62.7,65
18,86,71.6,62,9,81.7,67
27,87,81.6,78,7,82.6,71
29,90,92.4,94,7,85.5,73
26,80,86.6,91,4,76.0,67
17,96,88.8,84,7,91.2,72
22,97,86.2,79,7,92.1,71
20,92,86.0,82,4,87.4,72
15,85,70.6,61,7,80.8,68
22,72,76.8,80,5,68.4,65
13,99,84.6,75,6,94.0,68
27,71,69.8,69,8,67.4,67
17,68,83.6,94,7,64.6,66
21,78,85.8,91,6,74.1,64
22,62,57.2,54,6,58.9,65
18,99,99.0,99,6,94.0,69
24,84,70.2,61,7,79.8,68
17,82,69.4,61,5,77.9,69
25,86,92.6,97,9,81.7,70
12,80,75.2,72,5,76.0,65
21,61,78.4,90,4,58.0,63
32,84,72.0,64,8,79.8,71
14,89,92.0,94,6,84.6,68
16,77,86.0,92,7,73.1,70
23,90,81.6,76,8,85.5,72
21,69,78.6,85,6,65.6,64
22,69,86.4,98,7,65.6,64
23,66,70.2,73,8,62.7,66
24,75,75.0,75,9,71.2,69
27,94,89.2,86,6,89.3,71
22,93,78.6,69,6,88.4,69
19,75,88.8,98,8,71.2,67
24,84,64.8,52,7,79.8,66
31,89,77.6,70,7,84.6,71
19,70,79.6,86,9,66.5,63
14,67,69.4,71,4,63.6,62
27,99,77.4,63,5,94.0,73
19,85,76.6,71,4,80.8,66
7,99,96.0,94,9,94.0,72
25,74,75.8,77,8,70.3,67
17,88,75.4,67,5,83.6,65
19,69,78.0,84,7,65.6,66
22,70,76.6,81,7,66.5,68
21,80,78.8,78,4,76.0,69
24,73,71.2,70,7,69.4,68
17,67,59.2,54,5,63.6,61
23,71,77.0,81,8,67.4,68
18,61,67.0,71,5,58.0,64
24,88,77.8,71,7,83.6,67
24,80,69.2,62,9,76.0,68
14,64,62.8,62,8,60.8,61
27,67,80.2,89,8,63.6,66
17,64,70.0,74,7,60.8,64
25,85,67.0,55,5,80.8,67
22,64,56.8,52,6,60.8,64
31,90,72.6,61,7,85.5,72
19,61,68.8,74,7,58.0,62
18,70,76.6,81,5,66.5,63
20,96,72.6,57,8,91.2,70
18,89,78.8,72,5,84.6,69
25,63,57.6,54,9,59.8,64
10,93,68.4,52,7,88.4,66
14,80,87.8,93,8,76.0,67
14,94,87.4,83,8,89.3,71
26,84,87.0,89,10,79.8,70
30,87,70.2,59,7,82.6,69
19,100,79.6,66,6,95.0,68
19,69,70.8,72,6,65.6,64
20,85,83.8,83,9,80.8,70
27,78,77.4,77,5,74.1,69
14,62,71.6,78,6,58.9,63
21,61,59.2,58,7,58.0,60
26,65,70.4,74,7,61.8,65
23,86,89.0,91,8,81.7,67
21,83,78.2,75,5,78.8,66
26,82,68.8,60,7,77.9,68
4,61,67.0,71,7,58.0,58
24,79,84.4,88,5,75.0,67
16,97,73.0,57,8,92.1,68
9,76,77.8,79,7,72.2,62
23,85,92.8,98,7,80.8,69
28,91,77.8,69,6,86.4,73
19,91,67.6,52,6,86.4,66
26,81,81.6,82,5,77.0,67
30,94,68.8,52,8,89.3,71
28,76,66.4,60,9,72.2,66
30,96,69.6,52,10,91.2,74
24,70,63.4,59,8,66.5,67
20,71,84.2,93,6,67.4,68
10,62,77.0,87,6,58.9,61
19,92,77.0,67,8,87.4,69
15,77,87.8,95,7,73.1,65
33,69,77.4,83,7,65.6,71
19,69,70.8,72,7,65.6,61
21,96,70.2,53,9,91.2,70
23,93,89.4,87,6,88.4,70
20,82,74.2,69,9,77.9,69
30,85,73.0,65,7,80.8,70
16,79,70.0,64,6,75.0,67
21,76,60.4,50,6,72.2,63
16,97,91.0,87,7,92.1,70
12,65,60.2,57,8,61.8,61
16,77,76.4,76,6,73.1,64
20,74,60.2,51,8,70.3,65
17,80,80.6,81,6,76.0,65
16,78,72.0,68,7,74.1,66
12,81,81.6,82,5,77.0,66
20,66,58.8,54,8,62.7,63
11,81,70.2,63,7,77.0,66
25,70,61.6,56,9,66.5,64
20,67,76.0,82,8,63.6,65
11,63,58.2,55,7,59.8,62
18,91,85.0,81,9,86.4,71
15,77,65.0,57,8,73.1,63
22,85,92.2,97,9,80.8,70
28,89,78.2,71,6,84.6,70
9,87,68.4,56,8,82.6,65
21,79,62.8,52,8,75.0,66
19,76,70.0,66,5,72.2,66
24,75,87.0,95,9,71.2,68
21,86,68.6,57,5,81.7,68
15,80,86.0,90,5,76.0,69
18,94,80.2,71,4,89.3,71
15,95,92.0,90,8,90.2,69
26,67,83.2,94,5,63.6,68
20,65,86.0,100,6,61.8,67
31,85,65.8,53,8,80.8,72
20,72,82.8,90,7,68.4,68
16,61,56.2,53,6,58.0,60
11,96,78.0,66,5,91.2,68
9,69,76.8,82,7,65.6,65
10,97,82.0,72,8,92.1,67
22,89,82.4,78,8,84.6,70
23,91,95.2,98,10,86.4,70
11,68,81.8,91,6,64.6,61
25,69,68.4,68,5,65.6,68
17,81,80.4,80,7,77.0,67
21,67,58.0,52,7,63.6,62
30,72,72.6,73,7,68.4,66
25,73,77.2,80,6,69.4,69
18,66,78.0,86,4,62.7,66
15,68,84.2,95,5,64.6,64
7,92,75.2,64,8,87.4,66
16,67,83.8,95,7,63.6,63
19,61,74.2,83,8,58.0,62
14,85,66.4,54,8,80.8,65
19,99,81.0,69,8,94.0,68
20,73,73.6,74,8,69.4,65
19,65,66.8,68,7,61.8,63
16,83,66.8,56,7,78.8,68
21,96,85.2,78,4,91.2,72
23,91,70.6,57,6,86.4,69
13,85,91.6,96,6,80.8,66
28,73,85.0,93,7,69.4,68
19,82,77.2,74,6,77.9,64
20,64,57.4,53,8,60.8,61
24,87,81.6,78,6,82.6,67
21,89,83.6,80,9,84.6,68
26,99,96.0,94,6,94.0,74
22,70,59.8,53,6,66.5,67
16,61,75.4,85,6,58.0,64
22,82,79.6,78,6,77.9,69
13,88,70.6,59,9,83.6,63
21,92,70.4,56,7,87.4,67
20,68,78.2,85,7,64.6,65
19,70,68.2,67,6,66.5,67
19,81,92.4,100,7,77.0,68
9,73,86.2,95,7,69.4,62
17,94,84.4,78,7,89.3,70
21,79,80.8,82,7,75.0,67
21,92,71.6,58,9,87.4,89
14,83,90.2,95,7,78.8,65
28,91,80.2,73,5,86.4,69
15,73,74.8,76,7,69.4,64
26,93,93.6,94,6,88.4,74
23,71,58.4,50,8,67.4,64
16,82,77.8,75,7,77.9,64
31,69,76.2,81,9,65.6,67
13,79,66.4,58,6,75.0,63
26,73,61.0,53,7,69.4,68
26,71,74.6,77,5,67.4,66
16,99,85.8,77,7,94.0,68
28,66,66.6,67,5,62.7,68
18,91,92.8,94,7,86.4,69
22,99,78.6,65,7,94.0,71
22,61,70.0,76,7,58.0,65
19,88,70.6,59,8,83.6,67
25,70,58.6,51,7,66.5,65
25,62,67.4,71,5,58.9,65
10,76,76.0,76,6,72.2,80
28,97,91.6,88,7,92.1,74
10,60,67.2,72,7,57.0,59
26,84,72.0,64,7,79.8,69
27,80,80.0,80,9,76.0,66
13,95,79.4,69,7,90.2,66
18,63,62.4,62,8,59.8,65
13,87,92.4,96,4,82.6,67
19,87,81.0,77,8,82.6,69
18,87,70.8,60,10,82.6,68
25,98,89.6,84,9,93.1,73
28,93,91.2,90,6,88.4,71
28,62,77.6,88,10,58.9,67
17,79,79.6,80,7,75.0,67
19,76,76.0,76,7,72.2,66
10,72,82.2,89,7,68.4,63
15,78,82.2,85,7,74.1,65
26,75,77.4,79,4,71.2,67
30,77,80.6,83,8,73.1,69
13,99,74.4,58,7,94.0,67
16,64,56.2,51,7,60.8,66
20,97,97.0,97,7,92.1,74
22,79,89.8,97,6,75.0,69
15,85,87.4,89,7,80.8,66
23,93,78.6,69,9,88.4,69
17,74,64.4,58,8,70.3,63
20,77,71.6,68,7,73.1,65
23,76,82.0,86,7,72.2,64
20,75,70.2,67,7,71.2,64
17,97,92.8,90,6,92.1,69
19,93,87.6,84,7,88.4,73
19,64,74.2,81,8,60.8,62
18,64,83.8,97,7,60.8,62
18,77,87.8,95,6,73.1,68
30,64,77.2,86,7,60.8,66
23,85,70.0,60,8,80.8,68
18,66,84.6,97,5,62.7,66
24,81,69.0,61,6,77.0,69
18,60,65.4,69,5,57.0,62
27,73,83.8,91,7,69.4,68
22,87,70.8,60,8,82.6,67
19,79,80.8,82,9,75.0,65
23,99,83.4,73,9,94.0,69
11,95,86.6,81,6,90.2,67
13,74,88.4,98,7,70.3,64
13,62,78.8,90,6,58.9,62
21,94,76.6,65,9,89.3,71
30,96,70.2,53,9,91.2,72
33,93,96.0,98,7,88.4,74
24,65,73.4,79,6,61.8,66
23,100,75.4,59,4,95.0,72
9,70,76.6,81,5,66.5,65
17,89,66.8,52,4,84.6,67
15,96,73.8,59,5,91.2,70
16,69,76.8,82,10,65.6,62
19,96,80.4,70,5,91.2,66
17,72,68.4,66,5,68.4,65
8,99,89.4,83,6,94.0,70
24,71,84.2,93,10,67.4,69
14,98,89.6,84,7,93.1,70
21,62,68.6,73,8,58.9,66
32,88,85.0,83,7,83.6,73
14,81,83.4,85,4,77.0,69
5,79,85.0,89,9,75.0,66
18,69,66.6,65,8,65.6,65
27,88,68.8,56,7,83.6,70
32,68,77.6,84,10,64.6,70
13,82,66.4,56,6,77.9,67
23,70,71.8,73,7,66.5,68
17,98,76.4,62,6,93.1,68
19,61,64.6,67,9,58.0,61
36,68,71.6,74,8,64.6,70
11,70,85.0,95,7,66.5,65
22,77,81.2,84,5,73.1,66
23,69,63.0,59,6,65.6,67
27,80,88.4,94,5,76.0,69
21,95,83.0,75,9,90.2,69
22,88,71.2,60,5,83.6,67
18,83,78.8,76,9,78.8,66
22,64,61.6,60,9,60.8,63
18,88,76.0,68,6,83.6,67
24,67,80.8,90,6,63.6,64
18,91,86.2,83,6,86.4,68
22,70,72.4,74,8,66.5,65
20,77,67.4,61,9,73.1,65
27,74,68.0,64,9,70.3,65
20,94,97.0,99,6,89.3,70
9,65,66.2,67,9,61.8,62
28,83,81.8,81,9,78.8,68
15,66,71.4,75,7,62.7,62
16,88,65.8,51,7,83.6,68
16,96,96.6,97,9,91.2,72
28,77,63.2,54,9,73.1,70
7,80,81.8,83,9,76.0,62
39,97,93.4,91,10,92.1,79
26,81,84.6,87,8,77.0,73
21,80,86.0,90,7,76.0,68
20,83,85.4,87,9,78.8,68
22,88,78.4,72,10,83.6,69
23,64,82.6,95,6,60.8,63
24,93,94.8,96,7,88.4,74
23,77,74.0,72,5,73.1,69
21,63,69.6,74,8,59.8,61
19,91,80.8,74,8,86.4,69
19,75,68.4,64,6,71.2,64
19,64,59.2,56,9,60.8,63
27,85,71.8,63,6,80.8,68
24,95,93.2,92,6,90.2,72
2,96,84.6,77,9,91.2,65
24,98,95.0,93,6,93.1,69
21,95,90.2,87,5,90.2,70
20,60,64.2,67,8,57.0,63
18,75,65.4,59,7,71.2,62
27,93,84.0,78,9,88.4,72
26,75,88.2,97,8,71.2,69
15,84,88.8,92,4,79.8,66
22,84,86.4,88,9,79.8,71
14,75,82.8,88,10,71.2,62
12,96,84.0,76,9,91.2,68
16,80,66.8,58,9,76.0,63
25,79,70.0,64,7,75.0,66
26,100,87.4,79,6,95.0,75
23,80,71.6,66,7,76.0,69
24,67,80.2,89,8,63.6,68
23,81,73.8,69,8,77.0,69
16,93,70.8,56,6,88.4,67
23,91,89.8,89,6,86.4,73
25,92,87.8,85,5,87.4,71
25,88,73.0,63,8,83.6,71
27,70,87.4,99,6,66.5,68
24,94,79.6,70,7,89.3,70
22,96,88.8,84,10,91.2,71
26,68,84.8,96,8,64.6,69
20,65,60.8,58,7,61.8,63
15,99,96.0,94,8,94.0,71
19,95,89.0,85,9,90.2,69
16,96,73.2,58,5,91.2,71
16,95,87.8,83,6,90.2,68
19,82,89.2,94,7,77.9,68
15,86,88.4,90,6,81.7,66
18,82,85.6,88,7,77.9,67
9,62,59.6,58,5,58.9,59
21,90,72.0,60,8,85.5,66
20,80,78.2,77,6,76.0,64
15,86,81.8,79,7,81.7,64
24,80,90.2,97,7,76.0,69
26,80,75.8,73,8,76.0,69
10,67,65.8,65,4,63.6,61
15,71,64.4,60,8,67.4,62
15,66,58.2,53,7,62.7,61
14,68,59.0,53,8,64.6,63
25,99,87.0,79,5,94.0,71
19,66,61.8,59,8,62.7,65
18,71,84.2,93,9,67.4,68
8,84,81.6,80,7,79.8,67
24,84,89.4,93,6,79.8,70
13,66,69.0,71,6,62.7,64
20,92,84.8,80,8,87.4,71
22,91,82.0,76,8,86.4,71
28,69,87.0,99,8,65.6,67
12,72,82.8,90,7,68.4,63
2,98,87.2,80,7,93.1,66
21,93,85.2,80,7,88.4,70
31,88,72.4,62,6,83.6,70
27,63,77.4,87,8,59.8,67
21,77,90.2,99,7,73.1,69
17,82,66.4,56,9,77.9,66
25,67,76.0,82,9,63.6,67
14,78,76.8,76,7,74.1,65
23,84,89.4,93,8,79.8,72
23,73,59.2,50,6,69.4,68
26,91,70.6,57,7,86.4,72
37,94,68.8,52,8,89.3,76
22,73,64.0,58,5,69.4,65
17,94,88.6,85,8,89.3,68
20,64,59.8,57,6,60.8,65
9,94,86.2,81,6,89.3,66
16,66,82.2,93,6,62.7,63
18,63,56.4,52,7,59.8,63
17,86,65.0,51,5,81.7,66
21,79,91.0,99,8,75.0,69
15,96,88.8,84,7,91.2,72
27,75,64.2,57,10,71.2,66
20,71,67.4,65,7,67.4,64
20,80,91.4,99,8,76.0,67
18,78,67.8,61,6,74.1,67
21,74,82.4,88,5,70.3,66
25,88,72.4,62,8,83.6,68
15,90,78.0,70,5,85.5,65
16,94,94.0,94,8,89.3,71
18,99,70.2,51,10,94.0,71
12,71,67.4,65,8,67.4,62
15,89,80.0,74,8,84.6,69
17,76,79.0,81,7,72.2,65
25,87,65.4,51,6,82.6,70
22,79,74.2,71,7,75.0,66
21,100,80.2,67,6,95.0,70
25,89,66.2,51,5,84.6,70
19,98,80.0,68,7,93.1,69
22,93,95.4,97,9,88.4,71
19,96,76.8,64,5,91.2,69
22,93,84.6,79,9,88.4,73
17,78,70.2,65,9,74.1,65
5,70,61.0,55,8,66.5,62
19,75,68.4,64,8,71.2,67
29,61,68.8,74,7,58.0,65
26,81,71.4,65,7,77.0,65
26,80,80.6,81,6,76.0,70
27,81,90.6,97,7,77.0,70
21,99,71.4,53,7,94.0,71
21,96,90.0,86,10,91.2,71
16,66,56.4,50,8,62.7,62
18,75,60.0,50,7,71.2,65
24,77,65.0,57,7,73.1,84
27,74,74.0,74,6,70.3,68
19,92,68.0,52,6,87.4,70
17,81,84.0,86,8,77.0,68
20,83,63.8,51,6,78.8,67
24,94,82.6,75,6,89.3,69
11,92,87.2,84,6,87.4,68
6,65,63.2,62,6,61.8,59
17,89,83.0,79,9,84.6,67
13,77,68.6,63,7,73.1,63
17,72,65.4,61,7,68.4,65
19,62,79.4,91,7,58.9,63
17,79,71.8,67,7,75.0,64
29,74,84.2,91,6,70.3,72
22,70,64.6,61,5,66.5,63
22,88,76.0,68,9,83.6,66
24,91,69.4,55,8,86.4,67
13,70,73.0,75,8,66.5,66
26,62,66.2,69,8,58.9,66
20,94,67.6,50,10,89.3,68
24,60,67.8,73,6,57.0,66
14,97,71.2,54,5,92.1,68
11,85,89.2,92,8,80.8,65
25,73,74.2,75,5,69.4,67
22,70,79.0,85,7,66.5,64
15,60,78.6,91,7,57.0,59
15,69,59.4,53,8,65.6,60
27,66,66.6,67,6,62.7,65
13,84,64.2,51,9,79.8,64
30,67,58.0,52,6,63.6,66
15,81,63.6,52,8,77.0,65
24,84,78.0,74,6,79.8,69
18,72,72.6,73,8,68.4,66
24,61,56.2,53,5,58.0,65
17,61,62.2,63,7,58.0,62
19,61,61.6,62,9,58.0,60
20,90,75.0,65,7,85.5,68
14,73,78.4,82,9,69.4,64
24,92,87.8,85,7,87.4,73
17,77,71.0,67,6,73.1,64
19,78,84.6,89,7,74.1,69
14,81,75.0,71,8,77.0,63
5,89,81.2,76,4,84.6,65
19,71,62.6,57,8,67.4,65
34,65,63.2,62,6,61.8,67
25,82,84.4,86,5,77.9,67
20,73,88.6,99,8,69.4,66
18,78,82.2,85,9,74.1,68
20,86,66.2,53,7,81.7,65
23,80,66.2,57,5,76.0,66
13,85,77.2,72,6,80.8,66
27,82,85.0,87,6,77.9,69
24,90,70.8,58,7,85.5,70
24,88,88.0,88,7,83.6,71
23,81,79.2,78,8,77.0,70
20,87,88.2,89,8,82.6,68
24,95,84.8,78,8,90.2,73
24,77,78.8,80,8,73.1,68
18,77,68.0,62,7,73.1,66
17,91,88.0,86,10,86.4,67
21,83,88.4,92,8,78.8,66
29,63,81.6,94,8,59.8,69
13,96,69.0,51,10,91.2,67
11,61,73.0,81,7,58.0,61
21,90,95.4,99,6,85.5,70
20,90,83.4,79,9,85.5,70
21,98,74.6,59,9,93.1,70
21,62,81.2,94,7,58.9,64
19,84,71.4,63,10,79.8,65
29,77,62.0,52,7,73.1,70
10,73,72.4,72,8,69.4,62
15,64,58.6,55,9,60.8,64
19,83,66.8,56,7,78.8,67
10,79,75.4,73,8,75.0,63
19,64,74.2,81,9,60.8,62
30,84,90.6,95,6,79.8,72
20,90,87.0,85,6,85.5,69
21,91,91.6,92,9,86.4,72
12,96,81.0,71,7,91.2,68
16,76,70.0,66,6,72.2,64
18,98,87.2,80,7,93.1,72
18,95,89.0,85,8,90.2,73
28,72,75.6,78,5,68.4,67
23,66,64.2,63,8,62.7,64
13,77,71.6,68,8,73.1,65
21,76,73.6,72,9,72.2,67
23,83,63.8,51,7,78.8,68
27,83,89.6,94,9,78.8,72
29,90,81.6,76,7,85.5,71
14,80,84.8,88,7,76.0,66
15,64,61.0,59,7,60.8,59
12,94,84.4,78,10,89.3,68
19,72,86.4,96,5,68.4,64
23,99,76.2,61,8,94.0,70
26,65,66.2,67,7,61.8,65
20,98,80.6,69,7,93.1,72
18,64,67.0,69,8,60.8,66
21,69,75.6,80,9,65.6,68
15,62,66.8,70,8,58.9,62
33,88,85.6,84,9,83.6,70
10,94,82.0,74,7,89.3,70
21,77,65.6,58,7,73.1,64
32,97,97.0,97,5,92.1,76
20,84,70.8,62,10,79.8,67
19,85,80.8,78,7,80.8,69
18,94,69.4,53,7,89.3,68
19,72,86.4,96,8,68.4,67
28,74,87.2,96,9,70.3,69
7,96,79.2,68,6,91.2,67
29,96,72.0,56,9,91.2,73
11,99,92.4,88,7,94.0,71
18,96,76.2,63,9,91.2,70
17,65,77.0,85,6,61.8,65
24,93,94.8,96,8,88.4,73
10,76,78.4,80,7,72.2,65
23,100,95.8,93,5,95.0,73
32,79,68.2,61,5,75.0,70
12,82,90.4,96,6,77.9,66
21,81,69.0,61,8,77.0,66
16,73,65.8,61,4,69.4,64
23,63,81.6,94,8,59.8,68
20,96,85.2,78,7,91.2,70
16,92,90.8,90,4,87.4,72
23,66,80.4,90,6,62.7,66
31,91,85.6,82,6,86.4,74
19,85,69.4,59,7,80.8,67
24,76,81.4,85,9,72.2,71
12,70,59.8,53,9,66.5,60
14,94,73.6,60,6,89.3,68
23,88,84.4,82,6,83.6,69
29,82,89.8,95,5,77.9,74
22,84,87.0,89,6,79.8,71
18,64,65.8,67,6,60.8,63
20,79,86.2,91,7,75.0,66
12,68,86.0,98,7,64.6,65
24,68,67.4,67,6,64.6,60
25,86,69.8,59,6,81.7,69
17,96,74.4,60,6,91.2,69
17,76,72.4,70,6,72.2,67
22,68,59.0,53,9,64.6,65
17,86,78.8,74,8,81.7,70
20,95,90.2,87,8,90.2,71
33,90,82.2,77,9,85.5,73
19,95,97.4,99,8,90.2,70
18,81,76.2,73,9,77.0,67
16,90,66.6,51,8,85.5,67
24,66,70.8,74,7,62.7,65
19,74,87.2,96,6,70.3,69
16,76,63.4,55,6,72.2,65
28,80,68.6,61,8,76.0,68
29,97,90.4,86,7,92.1,74
16,95,77.0,65,5,90.2,68
9,65,78.8,88,4,61.8,61
26,67,69.4,71,10,63.6,67
16,74,83.6,90,6,70.3,66
25,72,75.6,78,6,68.4,69
8,85,66.4,54,9,80.8,62
25,96,79.8,69,5,91.2,71
13,98,79.4,67,8,93.1,71
24,86,89.0,91,10,81.7,72
20,94,86.2,81,10,89.3,69
14,81,85.8,89,6,77.0,67
18,68,68.6,69,7,64.6,63
24,81,83.4,85,6,77.0,68
21,82,64.6,53,7,77.9,69
24,90,67.2,52,9,85.5,65
32,69,66.0,64,5,65.6,70
11,75,83.4,89,8,71.2,65
30,75,76.2,77,7,71.2,67
21,98,81.2,70,9,93.1,72
15,78,88.2,95,9,74.1,69
12,90,81.0,75,6,85.5,69
19,90,84.6,81,7,85.5,71
26,71,87.8,99,8,67.4,67
19,83,78.8,76,8,78.8,65
29,96,91.8,89,4,91.2,70
11,79,74.2,71,8,75.0,63
20,98,70.4,52,9,93.1,71
12,69,82.8,92,7,65.6,64
22,63,83.4,97,8,59.8,69
25,96,81.6,72,9,91.2,69
17,94,82.6,75,7,89.3,70
4,100,82.6,71,8,95.0,64
21,87,94.8,100,7,82.6,70
23,97,95.8,95,7,92.1,74
22,93,68.4,52,6,88.4,69
27,94,91.0,89,7,89.3,73
14,83,81.2,80,10,78.8,66
24,75,60.6,51,6,71.2,67
27,97,82.0,72,8,92.1,76
9,77,65.0,57,7,73.1,61
22,82,89.2,94,9,77.9,68
17,78,61.8,51,9,74.1,63
20,83,89.6,94,6,78.8,67
22,79,89.8,97,6,75.0,66
17,62,57.2,54,6,58.9,62
16,95,89.6,86,6,90.2,69
20,78,77.4,77,6,74.1,67
13,84,92.4,98,8,79.8,66
13,66,80.4,90,6,62.7,63
24,60,75.0,85,6,57.0,64
13,70,85.6,96,6,66.5,64
24,88,70.0,58,8,83.6,67
23,64,67.0,69,7,60.8,66
10,96,93.6,92,7,91.2,68
16,69,60.6,55,6,65.6,62
27,68,85.4,97,5,64.6,68
14,67,79.0,87,9,63.6,63
17,61,67.6,72,7,58.0,62
23,91,76.6,67,10,86.4,72
25,95,72.2,57,8,90.2,69
18,85,67.0,55,10,80.8,67
16,68,69.8,71,8,64.6,65
29,71,83.6,92,7,67.4,69
30,79,77.8,77,6,75.0,72
26,98,83.0,73,6,93.1,70
21,70,67.6,66,9,66.5,91
15,89,70.4,58,7,84.6,65
15,78,91.2,100,8,74.1,62
23,72,59.4,51,8,68.4,65
23,78,70.8,66,8,74.1,67
28,63,78.0,88,6,59.8,67
24,92,82.4,76,9,87.4,72
11,70,67.6,66,7,66.5,60
26,89,95.6,100,7,84.6,69
14,63,73.8,81,8,59.8,61
18,98,78.2,65,7,93.1,70
22,68,82.4,92,4,64.6,68
32,95,72.8,58,9,90.2,75
39,92,80.6,73,9,87.4,75
24,99,94.8,92,4,94.0,72
19,79,91.0,99,5,75.0,66
23,89,77.0,69,10,84.6,71
25,75,64.2,57,7,71.2,70
18,67,73.6,78,7,63.6,63
31,78,89.4,97,6,74.1,72
21,67,76.6,83,5,63.6,65
23,99,87.6,80,7,94.0,71
24,64,64.6,65,8,60.8,65
23,84,81.6,80,7,79.8,69
25,85,90.4,94,8,80.8,71
16,82,74.2,69,10,77.9,68
17,86,71.6,62,6,81.7,66
13,65,70.4,74,7,61.8,60
23,82,74.2,69,9,77.9,68
25,71,72.2,73,6,67.4,67
